streetAddress,yearBuilt,homeAge_years,livingAreaSqFt,numOfBedrooms,numOfBathrooms
2502 Perkins Dr,1969,52,1533,3,2.0
6503 Sailing Breeze Trl,1993,28,1441,4,2.0
8408 Fall Meadow Ln,2002,19,1586,3,3.0
10012 Channel Island Dr,2005,16,2589,4,3.0
6905 Felipe Dr,2002,19,1586,3,3.0
2009 Stephanne Creek Cv,2005,16,2311,4,3.0
1900 Melissa Oaks Ln,2005,16,1492,3,2.0
2006 Stephanne Creek Cv,2005,16,2470,4,3.0
6829 Felipe Dr,2002,19,1326,3,2.0
8908 Cattle Baron Path,2018,3,2277,4,3.0
7912 Eudora Ln,2005,16,1231,3,2.0
8702 Meridian Oak Ln,2006,15,1574,3,2.0
11009 Players Path,2016,5,1891,4,2.0
2502 Mozelle Ln,1966,55,1512,3,3.0
5701 Abby Ann Ln,2006,15,2125,4,3.0
7105 Branrust Dr,2019,2,1779,3,3.0
10209 Pinnacle Crest Loop,2013,8,1535,3,2.0
8801 Meridian Oak Ln,2006,15,1919,4,3.0
1809 Melissa Oaks Ln,2005,16,2281,4,3.0
5504 Lehman Way,2019,2,2696,5,3.0
6805 Felipe Dr,2002,19,1326,3,2.0
5624 Emma Thompson Way,2011,10,1705,3,3.0
4808 Misty Slope Ln,1975,46,1198,2,2.0
1601 Melissa Oaks Ln,2005,16,2470,4,3.0
9207 Brents Elm Dr,2004,17,1574,3,2.0
5916 Baythorne Dr,2016,5,1952,3,3.0
4504 Bucks Run,1975,46,857,2,1.0
5917 Abby Ann Ln,2009,12,2453,4,3.0
8600 Keynes Ln,2009,12,1768,3,2.0
5816 Southerner Way,2018,3,1645,3,2.0
8001 Bannock Ln,2006,15,2912,4,3.0
10005 Pinnacle Crest Loop,2013,8,2432,5,3.0
10120 Copper Ridge Cv,2012,9,1522,3,2.0
6907 Old Post Loop,1979,42,1200,2,2.0
6405 Spring Fever Trl,1987,34,1500,3,2.0
11332 River Plantation Dr,2016,5,1899,3,2.0
6201 Arbor Crest Ln,2019,2,1434,2,2.0
11213 Mickelson Dr,2015,6,2040,4,3.0
7213 Ranchito Dr,2019,2,2466,4,3.0
10208 Copper Ridge Cv,2012,9,1424,3,2.0
5932 Silver Screen Dr,2010,11,1480,3,2.0
6313 Roseborough Dr,2005,16,2987,4,3.0
5936 Silver Screen Dr,2010,11,1569,3,2.0
8305 Georgie Trace Ave,2002,19,1102,3,2.0
10007 Wild Dunes Dr,1992,29,2353,4,4.0
7108 Ondantra Bnd,2015,6,2484,3,3.0
9660 Old Lockhart Rd,1999,22,2432,3,3.5
9016 Bird Brook Ln,2014,7,2101,3,3.0
10221 Crescendo Ln,2016,5,1787,3,3.0
8901 Norwich Castle,2007,14,2442,4,3.0
6820 Ashen Ln,2014,7,1695,3,2.0
5716 Silver Screen Dr,2007,14,2125,4,3.0
4703 Yucca Hill Dr,1979,42,1200,3,2.0
10116 Crescendo Ln,2016,5,1363,3,2.0
8200 Flaxen Dr,2002,19,1586,3,3.0
6724 Cornish Hen Ln,2008,13,2068,3,3.0
6729 Broad Brook Dr,2002,19,1268,4,2.0
6728 Cornish Hen Ln,2007,14,1314,3,2.0
6916 Sunderland Trl,2014,7,2101,3,3.0
10029 Gertrudis Loop,2016,5,2395,5,4.0
10928 River Plantation Dr,1999,22,3004,3,3.0
6721 Ondantra Bnd,2015,6,1753,3,2.0
10612 Sun Tree Cv,1993,28,3062,4,3.0
8808 Wiley Way,2007,14,1788,3,3.0
3805 Standfield Ct,1992,29,2648,4,2.0
9013 Ridgewell Rd,2014,7,2102,3,3.0
6632 Piedras Blanco Dr,2003,18,1518,3,2.0
6716 Derby Downs Dr,2008,13,1111,3,2.0
3216 Magenta Sky Trl,2001,20,2997,4,4.0
10213 Gertrudis Loop,2016,5,1449,3,2.0
5812 Brittlyns Ct,2002,19,3150,4,3.0
6720 Derby Downs Dr,2007,14,2101,3,3.0
10204 Gertrudis Loop,2016,5,1463,3,2.0
3133 Sun Drenched Path,2004,17,3763,5,4.0
5720 Brittlyns Ct,2001,20,2911,4,3.5
6625 Ashen Ln,2014,7,2038,3,3.0
5609 Kleberg Trl,2007,14,1493,3,2.0
6804 Derby Downs Dr,2007,14,2068,3,3.0
3212 Summer Canyon Dr,2001,20,3748,5,4.0
10024 Deer Chase Trl,2017,4,1527,3,2.0
5820 Baythorne Dr,2017,4,2011,3,3.0
6820 Derby Downs Dr,2008,13,1788,3,3.0
5412 Merrywing Cir,1992,29,3420,5,3.0
10004 Deer Chase Trl,2016,5,1717,3,2.0
6809 Walkup Ln,2006,15,1515,3,3.0
5138 Mansfield View Ct,2000,21,3423,4,0.0
4216 Vista Verde Dr,2013,8,3658,5,4.0
8817 Stambourne St,2010,11,1136,3,2.0
5402 Merrywing Cir,1993,28,3412,4,3.0
6601 San Isidro Dr,2018,3,2216,4,3.0
10101 Shinnecock Hills Dr,1990,31,3346,5,4.0
12907 Medina River Way,2004,17,3229,4,4.0
5301 Eagle Trace Trl,1992,29,2599,3,2.0
6408 Kedington St,2007,14,3206,5,3.0
8829 Cattle Baron Path,2017,4,2788,4,3.0
10519 River Plantation Dr,1996,25,2977,4,3.0
5209 Eagle Trace Trl,1992,29,3450,4,4.0
4121 Canyon Glen Cir,1998,23,2104,4,3.0
6901 Derby Downs Dr,2007,14,2068,4,3.0
9228 Edmundsbury Dr,2009,12,1111,3,2.0
5916 Silver Screen Dr,2007,14,1364,3,2.0
5205 Eagle Trace Trl,1993,28,3124,4,3.0
4045 Canyon Glen Cir,1998,23,2070,4,3.0
6913 Sunderland Trl,2014,7,1695,3,2.0
6300 Tupelo Dr,1983,38,1031,3,2.0
10601 Little Wind Cv,1994,27,4033,5,4.0
10210 La Costa Dr,1983,38,2427,3,3.0
4041 Canyon Glen Cir,1999,22,1838,3,3.0
8905 Cornish Hen Cv,2007,14,2442,4,3.0
8405 Twiggy Ln,2008,13,1420,3,2.0
5505 Merrywing Cir,1992,29,2617,4,3.0
7801 Nunsland Dr,2018,3,2730,4,3.0
6912 Derby Downs Dr,2009,12,1788,3,3.0
2503 Braemar Cv,1982,39,2116,4,2.0
10600 Showboat Cv,1991,30,3705,4,4.0
3929 Canyon Glen Cir,1999,22,2308,4,3.0
5901 Bell Tower Ln,2018,3,2507,4,3.0
6901 Walkup Ln,2006,15,2068,3,3.0
10601 Showboat Cv,1991,30,3571,4,3.0
6824 Broad Brook Dr,2002,19,1586,4,3.0
3925 Canyon Glen Cir,1999,22,2677,4,3.0
10603 Showboat Cv,1996,25,3189,4,4.0
10005 Deer Chase Trl,2016,5,2699,4,3.0
8725 Ipswich Bay Dr,2009,12,1652,3,2.0
4233 Canyon Glen Cir,1999,22,2736,4,3.0
5306 Kite Tail Dr,1991,30,3404,5,3.0
4353 Canyon Glen Cir,1999,22,2715,4,3.0
6307 Tara Dr,1983,38,1358,3,2.0
5408 Kite Tail Dr,1992,29,2906,4,3.0
4345 Canyon Glen Cir,1999,22,2014,4,3.0
7000 Walkup Ln,2005,16,1246,3,2.0
8616 Sturmer St,2010,11,2790,3,3.0
10025 Deer Chase Trl,2016,5,2245,4,3.0
4341 Canyon Glen Cir,1999,22,2637,4,3.0
5501 Kite Tail Dr,1992,29,3483,4,4.0
8808 Cattle Baron Path,2017,4,2788,4,3.0
4613 Pinehurst Dr S APT A,1977,44,1587,2,2.0
4329 Canyon Glen Cir,2000,21,1719,3,2.0
7008 Walkup Ln,2006,15,1314,3,2.0
5403 Kite Tail Dr,1992,29,2960,4,3.0
6808 Doyal Dr,2005,16,1343,3,2.0
10402 Laurel Hill Cv,1992,29,2970,4,3.0
4301 Canyon Glen Cir,1999,22,2750,4,3.0
6725 Walkup Ln,2005,16,1788,3,3.0
4705 Misty Slope Ln,1980,41,1352,3,2.0
7007 Cut Plains Trl,2016,5,2586,4,3.0
12700 Mcnelly Trl,1993,28,2110,3,3.0
6836 Broad Brook Dr,2002,19,937,2,1.0
6709 Walkup Ln,2005,16,2068,4,3.0
12618 Mcnelly Trl,1993,28,3546,5,4.0
7224 Ranchito Dr,2019,2,1989,4,2.0
10213 Bankhead Dr,2019,2,1500,3,2.0
5300 Kite Tail Dr,1992,29,3484,5,3.0
12608 Mcnelly Trl,1993,28,2870,4,3.0
7712 Marble Ridge Dr,2003,18,1736,3,3.0
5700 Merrywing Cir,2001,20,4149,4,4.0
4213 Canyon Glen Cir,1998,23,2686,4,3.0
8808 Blaze Dr,2017,4,2015,4,3.0
8705 Panadero Dr,2012,9,2790,3,3.0
3917 Latimer Dr,1989,32,2494,4,3.0
5925 Silver Screen Dr,2008,13,1364,3,2.0
6604 Swamp Mallow Dr,2017,4,2633,4,3.0
10328 Bankhead Dr,2018,3,2013,4,3.0
3913 Latimer Dr,1988,33,3094,4,3.0
8605 Kammey Cv,2007,14,1693,3,3.0
10113 Deer Chase Trl,2012,9,2240,4,3.0
6314 River Place Blvd,2006,15,2859,3,3.0
12806 Hughes St,2019,2,2546,3,3.0
3213 Summer Canyon Dr,2002,19,3057,4,3.0
10828 Enclave Vista Cv,2006,15,3777,4,3.0
8609 Kammey Cv,2006,15,2100,3,3.0
11024 Players Path,2017,4,2174,4,3.0
7204 Kilday Cv,2018,3,2469,3,3.0
3316 Summer Canyon Dr,2002,19,3124,4,4.0
10824 Enclave Vista Cv,2006,15,3535,4,4.0
8813 Edmundsbury Dr,2010,11,1778,3,3.0
8909 Norwich Castle,2010,11,1265,3,2.0
5732 Brittlyns Ct,2001,20,2403,3,2.0
5908 Baythorne Dr,2017,4,1551,3,3.0
5833 River Place Blvd,2008,13,4772,4,5.0
3205 Prairie Clover Path,2004,17,3827,5,4.0
7310 Salt Springs Dr,1983,38,1963,4,4.0
6804 Walkup Ln,2007,14,2068,3,3.0
4217 Vista Verde Dr,2013,8,2917,4,4.0
2501 Rio Mesa Dr,2003,18,4509,6,4.0
9009 Edmundsbury Dr,2012,9,2100,3,2.5
6709 Loretta White Ln,2019,2,2361,4,3.0
10336 Channel Island Dr,2005,16,1708,4,2.0
2824 Centennial Olympic Park,2006,15,2566,4,3.5
13110 Halsell Dr,2000,21,3334,4,3.0
8617 Capitol View Dr,2012,9,2562,4,3.0
7316 Lake Charles Dr,1982,39,1124,3,2.0
3100 Brigham Ct,1999,22,3471,4,3.0
3412 Halsell Ct,2000,21,3745,5,4.0
10325 Bankhead Dr,2018,3,2159,5,3.0
3124 Burks Ln,1997,24,1923,4,2.0
8700 Wiley Way,2006,15,2068,4,3.0
4304 Front Range Ln,2014,7,3183,4,3.0
10016 Epic Knoll Dr,2014,7,2050,4,3.0
8620 Wiley Way,2006,15,2068,3,3.0
3401 Halsell Ct,2000,21,3141,5,3.0
11921 Mira Mesa Dr,1998,23,4215,5,4.0
5624 Arbor Hill Ln,2014,7,2371,4,3.0
8101 Verbank Villa Dr,2005,16,2912,4,3.0
4901 Prairie Dunes Dr,2012,9,3202,4,3.0
12001 Mira Mesa Dr,1998,23,3916,5,4.0
6009 Baythorne Dr,2017,4,1961,3,3.0
13157 Halsell Dr,2001,20,3594,4,4.0
6920 Sunderland Trl,2014,7,1695,3,2.0
3109 Brigham Ct,1999,22,3029,4,3.0
10324 Channel Island Dr,2005,16,1944,4,2.0
8104 Verbank Villa Dr,2005,16,2234,3,3.0
6613 Ashen Ln,2014,7,2101,3,3.0
13407 Montview Dr,2006,15,2633,4,3.0
13200 Country Trails Ln,2005,16,4527,4,4.0
11009 Ballybunion Pl,2001,20,1990,3,3.0
3705 Runnels Ct,1993,28,2619,4,2.0
3148 Burks Ln,1997,24,2742,4,3.0
8408 Leeds Mountain Cv,2013,8,2801,3,3.0
5917 Bell Tower Ln,2018,3,2050,3,3.0
8905 Edmundsbury Dr,2012,9,1665,3,3.0
3804 Standfield Ct,1993,28,2832,3,3.0
12913 Majestic Oaks Dr,2000,21,2802,4,3.0
5604 Kleberg Trl,2007,14,1493,3,2.0
6917 Sunderland Trl,2014,7,2038,3,3.0
3808 Standfield Ct,1992,29,2882,5,4.0
7652 Marble Ridge Dr,2002,19,2711,4,3.0
3810 Standfield Ct,1990,31,2851,4,2.0
4715 River Place Blvd,1999,22,3732,4,3.0
6108 Deridder Ct,1982,39,1619,3,2.0
12100 Portobella Dr,1999,22,4030,4,4.0
3811 Standfield Ct,1990,31,3070,5,3.0
5904 Baythorne Dr,2016,5,1935,3,3.0
3003 Niagara Dr,1984,37,1763,3,2.0
8913 Stambourne St,2011,10,1774,3,3.0
12021 Portobella Dr,2001,20,3863,4,4.0
3809 John Simpson Trl,1996,25,2526,3,2.5
7009 Lickeen Ct,2017,4,2881,3,3.0
9608 Big View Dr,2000,21,3908,4,4.0
9801 Murmuring Creek Dr,1981,40,1780,3,2.0
9900 Murmuring Creek Dr,1978,43,1311,3,2.0
9601 Chamois Way,2015,6,3011,4,4.0
9640 Chamois Way,2018,3,3214,4,4.0
8305 Williamson Creek Dr,2016,5,2128,3,3.0
8307 Williamson Creek Dr,2015,6,2307,3,3.0
8309 Williamson Creek Dr,1982,39,1320,3,2.0
8202 Williamson Creek Dr,1972,49,2100,4,3.0
8102 Williamson Creek Dr,1976,45,1197,3,1.0
650 Mendocino Ln,2017,4,2709,4,3.0
7906 Williamson Creek Dr,2011,10,1647,4,3.0
261 Torrington Dr,2006,15,3580,5,5.0
7807 Williamson Creek Dr,2007,14,1512,3,2.0
310 Harris Dr,2007,14,2600,4,3.0
8002 Williamson Creek Dr,1972,49,1530,3,2.0
6716 Conifer Cv,2000,21,3642,5,4.0
329 Mendocino Ln,2017,4,2157,2,3.0
6600 Conifer Cv,1999,22,3064,4,4.0
230 Harris Dr,2006,15,2898,4,4.0
6516 Conifer Cv,1999,22,3366,4,4.0
691 Harris Dr,2010,11,2033,3,2.0
9725 Anchusa Trl,1999,22,3201,4,4.0
150 Challis Ct,2018,3,2804,4,3.0
168 Catalina Ln,2013,8,2959,4,3.0
260 Trinity Hills Dr,2006,15,3628,5,3.0
13238 Mesa Verde Dr,2012,9,3370,4,6.0
551 Catalina Ln,2012,9,2232,3,2.0
519 Catalina Ln,2014,7,1916,3,2.0
231 Harris Dr,2007,14,2377,4,2.0
541 Catalina Ln,2013,8,2921,4,4.0
11429 Cherisse Dr,2007,14,3632,4,3.0
875 Catalina Ln,2016,5,2722,4,4.0
13530 Mesa Verde Dr,2013,8,2828,4,4.0
8600 Alophia Dr,2008,13,1898,3,2.0
7721 Haggans Ln,2013,8,3463,5,4.0
7613 Bettis Trophy Dr,2014,7,4224,4,3.0
10201 Signal Hill Rd,2005,16,1326,3,2.0
10901 Canfield Dr,2010,11,4569,5,4.0
13453 Mesa Verde Dr,2014,7,2559,4,3.0
7509 Wisteria Valley Dr,2007,14,3892,5,4.0
205 Venice Cv,2017,4,2886,4,3.0
9727 Fm Road 1826 #2,1977,44,2607,4,3.0
12101 Bryony Dr,2011,10,2576,4,3.0
376 Naples Ln,2013,8,3483,4,4.0
7508 Wisteria Valley Dr,2007,14,3906,5,4.0
166 Nantucket Cir,2015,6,3145,5,3.0
208 Challis Ct,2017,4,3344,4,4.0
11916 Quassia Dr,2006,15,3671,4,4.0
161 Harris Dr,2010,11,2204,3,2.0
12216 Pratolina Dr,2014,7,4545,4,4.0
8721 Fenton Dr,2005,16,3373,4,4.0
8729 Fenton Dr,2008,13,2509,4,3.0
8516 Red Willow Dr,1985,36,1575,3,2.0
8805 Fenton Dr,2006,15,2534,4,3.0
10509 Coreopsis Dr,1998,23,3841,5,4.0
10620 Senna Hills Dr,2007,14,4722,4,5.0
9300 Stallion Dr,1981,40,2068,4,0.0
9309 Creeks Edge Cir,1991,30,3229,4,3.0
9706 Delgado Way,2006,15,2500,3,4.0
11208 Sacahuista Ct,1999,22,2785,4,3.0
10300 Jennys Jump Dr,2000,21,2643,4,3.0
9102 Marybank Dr,1990,31,3297,4,3.0
9325 Evening Primrose Path,2000,21,3647,5,4.0
9107 Deer Shadow Pass,1991,30,3110,4,4.0
8601 Toro Creek Cv,2002,19,2876,3,3.0
9401 Creeks Edge Cir,1986,35,3104,4,3.0
11304 Dosshills Dr,1983,38,3110,4,3.0
9312 Travertine Cv,2008,13,4361,4,4.0
11921 Brookwood Cir,1972,49,2579,4,3.0
10229 Chestnut Ridge Rd,2002,19,3347,6,4.0
9005 Bayshore Bnd,2016,5,2016,4,2.0
10601 Indigo Broom Loop,1995,26,3627,5,4.0
10308 Prism Dr,1993,28,3103,4,3.0
9304 Caracas Dr,1987,34,2080,3,3.0
11219 Cedarcliffe Dr,1995,26,2409,4,2.0
1001 Ogden Dr,2006,15,3249,4,4.0
11215 Cedarcliffe Dr,1995,26,3342,4,4.0
9215 Silver Pine Cv,1989,32,3480,5,4.0
10801 Chateau Hl,2000,21,3508,4,4.0
9300 Caracas Dr,1994,27,2907,5,4.0
11106 Pickfair Dr,1980,41,2431,4,3.0
9262 Scenic Bluff Dr,1991,30,3654,4,4.0
9721 Meadowheath Dr,1982,39,1420,3,2.0
11905 Cedar Crest Cv,1975,46,2520,4,2.0
9220 Silver Pine Cv,1990,31,3119,4,4.0
11901 Broad Leaf Cv,1981,40,2137,4,2.0
9700 Timber Ridge Pass,2006,15,1699,4,3.0
10725 Chestnut Ridge Rd,1992,29,3157,4,3.0
10619 Senna Hills Dr,1999,22,3647,5,4.0
9209 Clearock Dr,1974,47,2483,4,2.0
2731 Creeks Edge Pkwy,1992,29,4088,5,5.0
9303 Clearock Dr,1972,49,2404,3,2.0
10100 Eastman Cv,2001,20,2736,4,3.0
9309 Clearock Dr,1971,50,2436,4,2.0
10627 Senna Hills Dr,1999,22,3990,5,4.0
1103 Castile Rd,1981,40,784,3,0.0
2207 Saratoga Dr,1981,40,1174,2,2.0
9702 Vista View Dr,1977,44,2465,4,3.0
10401 Jennys Jump Dr,2002,19,3513,4,4.0
1705 Chalk Rock Cv,2002,19,4050,4,4.0
9416 Jenaro Ct,2001,20,3401,5,4.0
2612 Padina Dr,2003,18,4443,4,4.0
11005 Country Knls,1982,39,3093,5,4.0
217 Emerald Ridge Dr,2008,13,4422,6,4.0
11620 Brandon Parke Trl,2003,18,2886,4,3.0
10612 Indigo Broom Loop,1996,25,3516,4,4.0
9705 Bordeaux Ln,1977,44,2672,4,3.0
1100 Castile Rd,2019,2,2948,4,3.0
9709 Bordeaux Ln,1977,44,2190,3,2.0
8909 Chalk Knoll Dr,1999,22,3834,5,5.0
10800 Chateau Hl,1984,37,2712,4,3.0
11517 Quarter Horse Trl,1982,39,1631,3,2.0
9405 Winchester Rd,1994,27,2266,4,2.5
9501 Savannah Ridge Dr,2001,20,3381,4,4.0
1205 Canyon Edge Dr,1974,47,1520,3,2.0
10006 San Luis Trl,1961,60,1910,4,2.0
11102 Aliso Ln,2018,3,2634,4,4.0
9006 Mountain Lake Cir,2007,14,3786,4,4.0
1505 Canyon Edge Dr,2002,19,3249,4,4.0
11603 Quarter Horse Trl,1982,39,2081,4,2.0
12019 Bobcat Trl,1982,39,1844,3,2.0
1101 Canyon Edge Dr,2005,16,2316,3,2.0
9813 Savannah Rdg,2005,16,2195,3,2.0
2208 Wimberly Ln,2001,20,3268,4,4.0
2132 Wimberly Ln,2000,21,4140,4,4.0
11507 Brandon Parke Trl,2003,18,2300,3,2.0
1107 Mayan Way,1996,25,2842,4,3.0
10132 Brimfield Dr,2002,19,2890,5,4.0
10612 Coreopsis Dr,1996,25,3635,4,4.0
2112 Wimberly Ln,2001,20,4078,4,3.5
9004 Jolly Hollow Dr,1974,47,2826,5,3.0
10600 Coreopsis Dr,1996,25,3815,4,4.0
11625 Quarter Horse Trl,1982,39,2102,5,3.0
10732 Chestnut Ridge Rd,1992,29,2479,4,2.0
1140 Elder Cir,1987,34,2592,4,3.0
9401 Ashton Rdg,1985,36,2899,4,3.0
9115 Spinning Leaf Cv,2001,20,4274,5,4.0
7805 Ryans Way,2018,3,2258,4,3.0
10103 Ullswater Cv,2002,19,3555,5,4.0
1302 Olympus Dr,2000,21,3127,4,3.0
9407 Ashton Rdg,1984,37,3400,5,5.0
1616 Lakecliff Hills Ln,2007,14,4747,5,4.0
1502 Medio Calle,2006,15,1981,3,3.0
11110 Zimmerman Ln,2016,5,2799,4,4.0
2104 Lauranne Ln,2000,21,3931,4,4.0
7800 Ryans Way,2018,3,2258,4,3.0
10604 Pluchea Cv,1996,25,3771,4,4.0
10302 Echoridge Dr,1991,30,3371,4,3.0
11207 Pickfair Dr,1980,41,2537,3,2.5
2800 San Juan Dr,2017,4,3020,4,4.0
11203 Pickfair Dr,1978,43,2542,4,3.0
11201 Pickfair Dr,1981,40,2560,3,3.0
9443 Spring Hollow Dr,1972,49,1856,3,2.0
9204 Eddy Cv,2000,21,3700,4,3.0
11107 Pickfair Dr,1984,37,3050,4,4.0
2205 Warbler Way,2000,21,3988,4,4.0
10704 Hastings Ln,2001,20,3284,4,4.0
10412 Tularosa Pass,2005,16,4044,5,4.0
1708 Lemon Mint Ct,1995,26,3319,4,3.0
10408 Peekston Dr,2004,17,2662,4,3.0
2213 Warbler Way,2000,21,3955,4,4.0
1504 Medio Calle,2004,17,1275,2,1.0
9619 Vista View Dr,1977,44,2058,4,3.0
2217 Warbler Way,2000,21,4841,5,6.0
9621 Vista View Dr,1977,44,2633,4,3.0
10212 Chestnut Ridge Rd,2003,18,3667,5,4.0
10904 Callanish Park Dr,1993,28,3506,5,4.0
1420 Shoreview Cv,2013,8,3683,4,5.0
11512 Sweet Basil Ct,1996,25,2019,3,2.0
2131 Wimberly Ln,1999,22,3447,4,3.0
12300 Painted Bunting Dr,1990,31,2796,4,3.0
11809 Mira Vista Way #VH43,2012,9,2531,3,3.0
11628 Quarter Horse Trl,1982,39,1595,3,2.0
1209 Red Oak Valley Ct,2007,14,2782,3,3.0
11119 Callanish Park Dr,1991,30,2941,4,3.0
9901 Mandeville Cir,1976,45,3155,4,3.0
11100 Aliso Ln,2019,2,2601,4,4.0
1300 Canyon Edge Dr,2017,4,3050,4,4.0
11521 Sweet Basil Ct,1995,26,2333,4,3.0
9903 Mandeville Cir,1977,44,2920,4,3.0
404 Lisa Dr,1993,28,2927,4,3.0
11529 Sweet Basil Ct,1995,26,2101,3,2.0
1115 San Augustine Dr,1984,37,1806,4,2.0
10001 Mandeville Cir,1976,45,2610,4,3.0
1708 Allium Dr,1999,22,3988,5,5.0
11625 Sweet Basil Ct,1998,23,2034,4,2.0
11717 Shadestone Ter,2010,11,2435,3,3.0
1709 Allium Dr,1998,23,3377,5,4.0
10905 Callanish Park Dr,1990,31,3134,6,4.0
8734 Chalk Knoll Dr,2001,20,4637,4,5.0
11211 Conchos Trl,1999,22,3159,4,4.0
11600 Shoreview Overlook,2015,6,4351,5,5.0
9708 Bordeaux Ln,1976,45,2443,4,3.0
1206 Miami Dr,1994,27,1774,3,3.0
10408 Jennys Jump Dr,2001,20,3559,4,4.0
9400 Savannah Ridge Dr,2000,21,3199,4,3.0
10321 Indigo Broom Loop,2004,17,3389,5,4.0
9602 Newberry Dr,1975,46,1362,3,2.0
1715 Corto Ln,2013,8,4226,5,6.0
11102 Spicewood Pkwy,1981,40,3247,4,3.0
11612 Sweet Basil Ct,1998,23,2721,4,3.0
2012 Shallow Stream Cv,2001,20,3779,4,5.0
11608 Sweet Basil Ct,1999,22,2063,4,2.0
11220 Della Torre Dr,1974,47,3099,4,3.0
1205 Village West Dr,1972,49,1248,3,2.0
9610 Newberry Dr,1974,47,1615,4,2.0
12116 Labrador Bay Ct,2012,9,4074,5,5.0
2818 De Soto Dr,1983,38,1440,3,2.0
10101 Mandeville Cir,1976,45,4087,4,4.0
9402 Topridge Dr,1982,39,2553,3,2.0
1604 Lipan Trl,2017,4,2702,4,3.0
9614 Newberry Dr,1974,47,1532,4,2.0
2703 Mecca Rd,1984,37,2058,4,2.0
10714 Winchelsea Dr,2001,20,4368,5,4.0
1905 Chalk Rock Cv,2000,21,4106,4,4.0
10401 Chestnut Ridge Rd,2005,16,3211,4,3.0
11409 Sweet Basil Ct,1996,25,1917,3,2.0
1701 Cliffwood Dr,2001,20,2529,4,3.0
11121 Laurel Creek Dr,1999,22,3403,4,4.0
9505 Tavia Cv,2006,15,4624,4,4.0
9923 Barbrook Dr,1994,27,3292,4,4.0
1600 Saracen Rd,2018,3,1977,3,4.0
1904 Chalk Rock Cv,1999,22,4435,4,5.0
2502 De Soto Dr,1965,56,1397,3,2.0
10203 Lockerbie Ct,1989,32,3755,4,4.0
9702 Saugus Ln,2018,3,2495,4,3.0
10601 Fountainbleu Cir,1976,45,2222,4,3.0
11120 Alison Park Trl,2004,17,2650,4,3.0
11708 Palisades Pkwy,2010,11,3765,4,5.0
9536 Aire Libre Dr,2000,21,3077,5,4.0
277 S Commons Ford Rd,2002,19,4862,4,5.0
13180 Mill Stone Dr,1982,39,1764,3,2.0
10304 Kariba Cv,1995,26,2925,4,3.0
1908 Trillium Cv,1997,24,3750,4,4.0
10602 Lockerbie Dr,1988,33,3262,4,3.0
9544 Aire Libre Dr,1999,22,2299,4,2.0
11402 Spicewood Pkwy,1974,47,2273,3,3.0
9604 Aire Libre Dr,1999,22,3366,5,4.0
9444 Spring Hollow Dr,1972,49,2243,4,2.0
9612 Corbe Dr,1999,22,3461,4,4.0
11913 Palisades Pkwy,2012,9,3557,5,3.0
9800 Lavera Dr,1998,23,2855,4,3.0
2116 Demona Dr,2005,16,4548,4,5.0
9600 Corbe Dr,1999,22,4128,5,3.0
1405 Miami Dr,2019,2,2470,3,4.0
8924 Villa Norte Dr,2013,8,2623,4,3.0
2603 De Soto Dr,2009,12,2275,3,3.0
10705 Hastings Ln,2001,20,3985,5,5.0
11123 Appletree Ln,1990,31,2704,4,3.0
10703 Hastings Ln,2000,21,3558,4,4.0
9428 Spring Hollow Dr,1972,49,2400,3,3.0
9426 Spring Hollow Dr,1972,49,2254,3,3.0
11117 Callanish Park Dr,1991,30,3771,5,4.0
10603 Hastings Ln,2001,20,3955,4,4.0
8312 Club Ridge Dr,2006,15,3263,3,4.0
11203 Appletree Ln,1991,30,2017,4,2.0
7906 Ryans Way,2019,2,2643,4,4.0
11212 Appletree Ln,1989,32,3034,4,3.5
12502 Shady Oaks Ter,1973,48,1632,3,2.0
11112 Laurel Creek Cir,1997,24,4536,5,5.0
11200 Appletree Ln,1991,30,2296,4,3.0
13524 Hymeadow Cir,2017,4,2679,4,4.0
10901 Pickfair Dr,1984,37,2489,3,5.0
11207 Antler Ln,1972,49,2598,4,3.0
10508 Erica Leigh Ct,1990,31,2448,4,3.0
9510 Longvale Dr,1972,49,1868,3,2.0
10507 Erica Leigh Ct,1991,30,3239,4,4.0
13191 Mill Stone Dr,1982,39,1400,4,2.0
11132 Miramar Dr,1994,27,3513,5,3.0
2624 Creeks Edge Pkwy,1992,29,3468,4,4.0
1817 Chalk Rock Cv,2001,20,4516,5,5.0
9009 Villa Norte Dr,2012,9,2761,4,3.0
9548 Indigo Brush Dr,1999,22,3499,4,4.0
10707 Pickfair Dr,1984,37,2536,3,3.0
9312 Rolling Oaks Trl,1987,34,3236,4,4.0
9742 Anderson Village Dr,1982,39,1380,3,2.0
9404 Springwood Dr,1977,44,2416,5,3.0
11138 Callanish Park Dr,1992,29,2893,4,4.0
9302 Rolling Oaks Trl,1984,37,2246,3,3.0
11003 Andenwood Dr,1991,30,2180,4,2.0
10103 Hidden Meadow Dr,1976,45,1764,3,2.0
11541 Spicewood Pkwy,1975,46,2286,3,3.0
11404 Rockwell Pl,1997,24,3355,4,4.0
10012 Hidden Meadow Dr,1977,44,1805,4,3.0
9915 Barbrook Dr,1993,28,2358,4,2.0
9116 Villa Norte Dr #VH-65,2011,10,2611,3,3.0
11405 Spicewood Pkwy,1976,45,1912,3,2.0
11011 Deep Brook Dr,1999,22,4372,4,4.0
